fund_id,company,document_type,categories,text
LU0069063385,Nvidia,news,Corruption and bribery,nvidia sued author ai use copyrighted work march reuters nvidia nvdao open new tab whose chip power artificial intelligence sued three author said used copyrighted book without permission train nemo open new tab ai platform brian keene abdi nazemian stewart onan said work part dataset book helped train nemo simulate ordinary written language taken october due reported copyright infringement proposed class action filed friday night san francisco federal court author said takedown reflects nvidias admitted trained nemo dataset thereby infringed copyright seeking unspecified damage people united state whose copyrighted work helped train nemos socalled large language model last three year among work covered lawsuit keenes novel ghost walk nazemians novel like love story onans novella last night lobster lawsuit drag nvidia growing body litigation writer well new york time generative ai creates new content based input text image sound nvidia tout nemo fast affordable way adopt generative ai company sued technology included openai created ai platform chatgpt partner microsoft msfto open new tab ai rise made nvidia favorite investor santa clara californiabased chipmakers stock price risen almost since end giving nvidia market value nearly trillion case nazemian et al v nvidia corp u district court northern district california
LU0069063385,Visa ,news,"Greenhouse gas emissions, Non-renewable energy consumption and production, Carbon footprint",visa bringing bitcoin pollution everywhere want visa everywhere credit debit card offering accepted million merchant around globe used million people make daily purchase world largest payment processor also exploring new way customer business use bitcoin visa everywhere credit debit card offering accepted million merchant around globe used million people make daily purchase world largest payment processor also exploring new way customer business use bitcoin support bitcoin contradicts company stated commitment sustainability reducing climate warming emission bitcoin electricity hog often powered dirty energy bitcoin operation could become even worse due adoption driven visa new service visa extensive expertise cryptocurrencies company putting resource work cleaning bitcoins pollution climate impact despite making strong corporate climate action pledge helping grow bitcoins pollution currently bitcoin primarily speculative investment people bet whether price go support visa large financial service company could change visa making easier people buy trade spend bitcoin vital cryptocurrencies growth actual use transaction visa collaborating crypto exchange let people buy morning cup coffee weekly grocery using bitcoin example people u store bitcoin coinbase wallet spend merchant visa vast network thanks card issued partnership coinbase widespread use greater demand mean higher bitcoin price historically contributed bitcoins enormous energy consumption greenhouse gas ghg emission here price bitcoin high incentive miner employ computing power electricity digital guessing game win new bitcoin fee much bitcoins electricity use generated fossil fuel globally according estimate cambridge university researcher dirty coal largest single source bitcoin miner using energy also put demand oftenstrained electrical grid us energy could directed towards socially necessary us including rapid expansion electrification needed address climate crisis putting dirty bitcoin wallet visa one several large financial service company leading mainstream adoption bitcoin cryptocurrencies visa multiple cryptolinked credit debit card enable customer spend earn reward bitcoin one card offered partnership coinbase largest crypto exchange united state coinbase card automatically convert bitcoin cryptocurrencies u dollar point sale retailer visa network customer also earn reward point bitcoin visa also partnered cryptocom another large crypto exchange company support prepaid card customer load bitcoin join bitcoin reward debit card like one offered fold collaboration visa reportedly rewarded million bitcoin since launching concerningly visa also expanding crypto offering around world despite mounting evidence bitcoins climate impact company recently launched debit card collaboration eu crypto exchange lama allows customer spend bitcoin visa created longterm strategic partnership wirex crypto platform exchange company expand united kingdom asiapacific offering crypto debit prepaid card partnership crypto company product enable using bitcoin created growing business visa first quarter visa reported customer made billion worth purchase visa crypto card company said network crypto wallet partner grew early including coinbase circle blockfi almost million merchant accept crypto including bitcoin visa network february visa leader denied reuters report claiming company pausing new crypto partnership service reaffirmed company still moving forward crypto sector visa also help company adopt cryptocurrencies bitcoin largest market cap cryptocurrency certainly includes bitcoin visa digital currency innovation hub assist client understanding cryptocurrencies creating new business opportunity product visa crypto consulting advisory service help client like financial institution retailer navigate complex changing cryptocurrency landscape hub also publishes public educational material crypto blockchain technology bitcoin reveals visa climate hypocrisy visa committed reaching net zero line goal set paris climate agreement accomplish visa set science based emission reduction target meet c pathway many see necessary avoiding worst climate catastrophe visa also say company embeds sustainability partnership initiative principle company appear applying bitcoinrelated partnership visa also offer product increase public awareness climate change co calculator customer track emission purchase yet visa done anything account emission bitcoin transaction even though researcher find bitcoin transaction much larger carbon footprint transaction using u dollar traditional governmentissued currency visa need work cleaning bitcoin stop growing bitcoinrelated service publicly acknowledging bitcoins climate problem first step opportunity visa lead financial service sector climate change sustainability technological innovation need company like visa send powerful message bitcoin adopter technology need innovate align climate goal cryptocurrencies operate using cleaner technology support creativity company like visa futureproof bitcoin warming world
LU0069063385,Taiwan Semiconductor Manufacturing Co Ltd,news,"Workplace safety,Human Rights,Employee relations",tsmcs labor practice draw serious concern arizona company new chip plant allegedly plagued worker abuse tsmcs new expansion arizona received serious scrutiny engineer industry insider myriad example poor treatment worker report nonprofit news site rest world article claim company culture chronic overwork cruel managerial style poor treatment engineer taiwanese plant ported poorly american labor force leaving new plant perceived abuse taiwan darling come u tsmc world leader advanced chipmaking major recipient biden administration chip act receiving billion dollar u government exchange bringing semiconductor production united state corporation position largest company taiwan concern western power fear conflict china could potentially hurt ability source tsmc chip result government aggressively courting tsmc open production u tsmcs billion stature grown largest company native taiwan earned godlike reverence called divine mountain guard nation citizen result taiwanese workforce willing make sacrifice sake company hour workday extend weekend common harsh treatment manager expected call worker outofhours reportedly threaten firing punishment relatively minor failure work culture survive taiwan tsmc pinnacle engineering job american engineer introduced friction occurs quickly labor abuse drive away new workforce american engineer brought taiwan back trained tsmc chip production two new expansion plant arizona originally set opened would begin operation report say american engineer shocked encounter hour workday highpressure environment one engineer asked manager task highest priority met response everything priority inability prioritize job instead expect furious intensity every task matter large decried american poor management lead inefficiency intense expectation feature company culture according founder morris chang chang quoted rest world saying machine break one morning u fixed next morning taiwan fixed marriage impossible timeline pounded visiting american engineer stress test assignment announced week even day ensure american engineer could sacrifice personal time like taiwanese worker production arizona fabs progressed far enough american worker brought back stateside along taiwanese coworkers construction ran many delay fabs currently around year behind schedule many american left tsmc training phase taiwan retention fell returning america finding company work culture remained even new plant engineer expected work production line found tasked taking garbage construction worker taiwanese manager even reportedly receive training yelling worker public didnt stick worker claim engineer found fake test result production wafer order meet impossible expectation tsmcs future u taiwanese worker become accustomed workforce right violation american worker used complaining quitting condition able fully mesh american complain asian culture glassdoor taiwanese engineer consider native coworkers arrogant carefree friendly fire worker heartbreaking know enemy situation fellow worker corporation enables workplace abuse tsmc expected slow anytime soon even worker right abuse drawing ire able charge consumer higher price madeinamerica part figure chip act funding alone provide ample incentive keep trying make phoenix expansion work hopefully time come better workplace engineer situation direct quote engineer question read rest world original story tsmc consider reading tsmc helping taiwan wake recent earthquake
LU0069063385,Nextera Energy Inc,news,Non-renewable energy consumption and production,state fine energy company violation ludlow solar project vermont public utility commission fined floridabased energy company nextera violating operating certificate largest solar development vermont coolidge solar subsidiary nextera operates megawatt solar electric generation facility ludlow cavendish cited three violation certificate public good including installing aboveground power cable conducting drilling using unapproved equipment pucs report found coolidge facility installed linear foot power cable ground instead burying also used nine megawatt inverter project approved use inverter capacity megawatt post project installed drilling ground rock instead approved method driving post ground potential use ground screw pin according pucs report emailed statement vtdigger nextera spokesperson bryan garner wrote company compromise safety despite noncompliance nextera energy resource regret seeking prior approval public utility commission making change coolidge solar plant differed requirement project design construction wrote time safety compromised plant designed constructed pursuant applicable safety code standard company made change construction process procedure ensure full compliance applicable condition plant design construction garner added vermonter clean environment group headed longtime vermont antiwind advocate annette smith filed complaint puc questioning whether project meeting requirement smith said organization received tip facebook page vermont department public service recommended fine based three violation puc settled penalty one hand pleased see department puc stepped ask huge fine smith said however grand scheme thing company nextera pocket change cost business ludlow town manager scott murphy said town surprised see penalty say theyve really good neighbor u murphy said community benefited quite bit construction project electricity renewable energy tax credit produced coolidge project sold connecticut utility nextera bill website world largest producer wind solar energy operates numerous large energy project around new england filed petition certificate public good megawatt solar project brandon extraordinarily wealthy corporation know better smith said play rule
LU0069063385,Flex Ltd,news,"Corruption and bribery, Management structure",singapore company discloses potential u sanction violation may flex ltd flex singaporebased electronics manufacturer listed nasdaq disclosed u security exchange commission sec filing initiated voluntary selfdisclosure u office foreign asset control ofac february initial disclosure related possible noncompliance u sanction certain nonus company affiliated flex according sec filing internal investigation ongoing flex expects complete investigation final disclosure ofac end second quarter fiscal year set article key message may help navigate complex issue sanction law key message long reach sanction law flex disclosure come wake series enforcement action asian company sanction violation last five year notably u billion fine chinese telecommunication giant zte year ofac issued finding violation taiwanbased shipping company b whale corporation agreed u settlement singapore oilfield service company cosl singapore ltd u million settlement singapore technology company cse global limited subsidiary cse transtel pte ltd cse settlement june singaporean national tan wee beng designated ofac placed fbi wanted list charged falsifying document order hide transaction north korean entity case shown asian company particularly cautious long reach u sanction law extends nonus company certain circumstance including among thing transaction involves u nexus eg use u dollar secondary sanction apply ie sanction targeted wholly nonus actor wholly nonus transaction nonus company also risk designated u specially designated national blocked person list blocked dealing involving united state found materially assisted person entity list moreover seen cse settlement singaporebased parent company may held liable action singapore subsidiary violation u sanction majority recent case involved financial institution company telecommunication energy transportation technology sector among others spared enforcement action depending outcome flex internal investigation consequential regulatory investigation flex could another example ofac taking enforcement action asian company sector mitigating action light heightened regulatory focus nonus company possible noncompliance u sanction importance early mitigating action undertaking comprehensive internal investigation counterparty screening cooperating ofac implementing remedial measure improved compliance process employee training cannot overstated action may significantly reduce penalty may ultimately imposed cse settlement original base penalty u million eventually reduced two third due mitigating action taken cse including among thing cs substantial cooperation ofac investigation conclusion given broad reach u sanction prevalence u financial system use u dollar company always ensure aware risk dealing company may sanctioned connected sanctioned entity seek mitigate risk ensuring robust sanction policy implemented question please hesitate contact u continue monitor development relating sanction issue additional briefing would like acknowledge contribution matthias ng trainee solicitor news alert
LU2041044095,Republic Services Inc,news,Republic Services Inc,class action lawsuit filed republic service picking trash customer republic service filed class action lawsuit company alleging unfair business practice wrtv reported one neighborhood whose trash pickup delayed two week republic say staffing shortage truck part continued increase solid waste volume issue causing delay two year later lawsuit alleges republic skipped prescheduled recycling service refused credit customer republic informed customer would skipping prescheduled recycling service least one pickup customer prepaid receive lawsuit state according lawsuit filed marion county man republic reasoning facing staffing challenge due covid pandemic republic refusal credit customer payment service republic intentionally refused perform justifiable lawsuit state lawsuit alleges republic knew would providing service yet billed customer anyway lawsuit also state republic failed provide recycling service recent occasion addition time wrtv reached republic comment lawsuit
LU2041044095,Microsoft,news,"Greenhouse gas emissions, Renewable energy",microsoft microsofts dirty supply chain holding back climate ambition verge reviewed dozen emission report microsofts supplier found power entire operation fossil fuel early microsofts ceo satya nadella hopped relatively small stage announce big news world tech giant determined reach carbon negativity removing even carbon emits decade cutting emission direct operation also across whole supply chain yet last part set gargantuan challenge following year one microsofts electronics supplier taiwanbased company called chicony electronics opened new factory thailand expanded plant china upgraded facility production grew sort snowball effect buy thing hire service footprint expanded fact new service chicony reported percent increase emission end year total co emission gone roof hitting almost percent increase previous year chicony one several case microsofts supplier necessarily aligned tech giant climate target two year setting carbon negativity goal microsoft struggled limit supplier use fossil fuel become word company sustainability report ultimate decarbonization challenge verge reviewed emission inventory selected random microsofts list top supplier using voluntarily submitted data nonprofit disclosure system cdp microsofts supplier making progress cleaning carbon footprint actually increased emission since company announced big climate ambition new good service chicony electronics increased emission percent report cdp state due expansion thailand china sebastin rodrguez supplier even single contract power factory electricity renewable source mean electricity consumption main source emission coming fossil fuel verge analyzed small sample compared microsofts thousand supplier data gathered show many havent necessarily complied tech giant netnegative target case analyzed microsofts top supplier reported rise emission ended reflecting tech giant emission report microsofts supply chain emission grew percent reach metric ton co amount similar country panama entire footprint emission continued grow slower rate still controlling supply chain emission exclusively microsofts challenge big tech company highly reliant fossil fuel across product life cycle supply chain according report greenpeace top ranked consumer electronics brand apple made significant progress cleaning supply chain report said company achieved supporting supplier reaching percent renewable energy adding close gw new power across supply chain microsoft even made progress reducing emission direct activity company one three big tech company analyzed greenpeace alongside apple google managed go percent renewable direct operation however emission tiny less percent total footprint compared supply chain footprint like tech giant microsoft struggled said reena skribbe climate policy analyst thinktank newclimate institute remains unclear microsoft plan reduce supply chain emission said sector like transportation fossil fuel industry direct impact global emission big tech footprint important sheer size said glen dowell senior director mba program cornell university corporate responsibility researcher increasingly daily life interfacing company theyre trying get share time every second use accounted energy dowel said interview verge absolutely possible reduce tech supply chain emission line degree celsius pathway wont happen unless tech giant like microsoft target percent renewable energy across supply chain said greanpeaces east asia global tech project lead xueying wu referring global temperature rise limit imposed paris agreement verge contacted microsoft comment company declined respond dirty chain microsofts value chain messy complicated divided five general stage sourcing raw material basically mining processing mineral turning component part assembling component last stage microsofts finished product laptop tablet gaming console directly buy emission calculation also take account energy consume using product disposal microsoft factory different country whole process involves ten thousand supplier million customer using product according company report result despite company effort emission go supplier dont cooperate often dont fourteen microsofts top supplier reviewed verge reported increase emission several cited covid pandemic major disruptor hynix south korean semiconductor manufacturer stated increased use computer laptop smart device caused covid increased demand dram nand chip resulting increased greenhouse gas emission company reported gross sale billion percent rise previous year time emission increased percent reply verge hynix said increased renewable energy portfolio particularly china managed lower direct emission operation figure still thirdparty verification account full life cycle product large supplier also said pandemic led rise emission intel world secondlargest chipmaker reported percent emission increase previous year mainly due getting sale reply verge company said emission direct operation decreased percent following year part due using larger amount renewables power plant qualcomm world thirdlargest chipmaker reported percent increase saying created new facility increased emission least two occasion supplier one single renewable energy purchase mean electricity fuel consumption came fossil fuel taiwanese battery manufacturer dynapack reported zero renewable consumption even though company aiming achieve percent end decade also case taiwanese manufacturing supplier avc consumed energy fossil fuel dynapack want hit percent renewable energy currently percent renewable energy consumption according cdp report supplier claim use renewable energy operation werent really using much south korea hynix taiwan chicony reported percent energy came renewables hynix claim increased renewable energy portfolio percent data yet publicly available due published july many case however accessing renewables easy many country enough clean energy supply large operation avc example stated report factory southern china access renewable electricity yet microsoft made effort offset issue adding renewables several country national grid ireland company added mw onshore wind solar equivalent percent country target renewable electricity produced private corporation still company request supplier contrast nine microsofts supplier reviewed verge reported progress lowering emission case achieved buying electricity different place avx japaneseus microprocessor manufacturer noted last year adopted new solar power source increased purchase green power u europe taiwanese manufacturer avc consumed mwh energy home u year fossil fuel according cdp report case reviewed supplier reported biggest source emission came electricity consumption use fuel facility two common source oil gas verge contacted supplier mentioned story received response intel hynix getting strict microsofts strategy toward net zero ambitious beyond reaching net zero company want suck carbon atmosphere emits every year expert consulted verge say would require stricter effort part address direct emission company purchased gw lowcarbon energy also made significant gamble carbon removal microsoft already remove million metric ton co emission carbon offset longterm ambition five time greater aiming remove million metric ton carbon co absorbed costa ricas forest every year short term microsofts carbon removal come forestry project according offset report type project gained criticism recently adding new emission reduction time catching fire microsoft say report generates concern long project last without degraded long term tech giant bet even complex riskier microsoft signed year deal swiss company climeorks build machine suck carbon air store basalt rock method company claim already achieving result technology however unproven scale un recently discouraged use offset emission direct emission straightforward solution microsofts approach toward supply chain emission less clear expert consulted verge said tech sector particularly global supply chain cornell dowell explained make difficult even trace part microsoft cant directly control supplier operate company enforce tighter regulation said wu greenpeace skribbe newclimate institute agreed july microsoft updated supplier code conduct require supplier cut carbon emission percent step right direction detail still uncertain srkibbe said one example remains unclear whether supplier rely carbon offset achieve target instead directly replacing fossil fuel renewables said microsoft require supplier achieve percent renewable energy support transition wu said big tech company similarly complex chain found effective way help supplier decarbonize wu said apple example created incentive supplier percent renewable energy target mobilized use clean energy product still company code conduct explicitly require reach percent renewable energy microsoft built new renewable energy several country national grid similar program incentive supplier major global player microsoft unique position allows significantly increase pressure supplier reduce emission responsibility microsoft show serious reducing emission skribbe said company much market power cannot influence climate ambition supplier dont know could added
LU2041044095,Avery Dennison Corp,news,Management structure,u supreme court reject avery dennison appeal patent eligibility u supreme court tuesday turned away patent dispute labeling company avery dennison corp avyn open new tab adasa inc would given chance clarify standard critic said sown confusion invention legally protected led cancellation valid patent justice declined hear avery dennisons appeal lower court decision upholding patent involving tracking tag subject million infringement award adasa lawsuit brought oregon justice explored question patent eligibility since rebuffing various request take issue eugene oregonbased adasa owns radio frequency identification rfid patent sued mentor ohiobased avery dennison adasa claimed avery dennisons rfid transponder infringed one patent jury awarded adasa million infringement damage judge subsequently increasing amount million patentfocused u court appeal federal circuit last year affirmed adasas patent valid rejecting avery dennisons argument covered patentineligible abstract idea federal circuit also vacated part award sent case back jury reconsider patent invalid ground avery dennison appealed supreme court arguing petition justice patent cover simple concept treating one long serial number combination two shorter number directing block rfid tag start shorter number company added issue patent law today significant divisive patent eligibility supreme court last addressed concept case called alice corp v cl bank international helped establish twopart test test requires court determine invention involves unpatentable abstract idea natural phenomenon law nature whether includes inventive concept justice turned away another closely watched patent eligibility case last year involving american axle manufacturing inc driveshaft patent president joe bidens administration encouraged supreme court hear case well two others justice chose take term
LU2041044095,CRH PLC,news,"Corruption and bribery, Management structure, Waste",fifty year omerta ireland biggest company walked elegant carlisle room royal marine hotel dun laoghaire april last crh plcs latest agm many thought flashed head court crh plc year political party regulator protecting crh plc family blacklisted bank quarter century medium dawned like epiphany ordinary plc mafia complete criminal structure behaviour usual protection racket every machination state bank working arminarm protect believe ocg organisied criminal group gang leader albert manifold delivered usual silkysmooth state nation address meeting fronted decidedly uncomfortable chairman former bank ireland ceo richie boucher see richie tasked shielding board director unwelcome intrusion richie didnt deny allegation unconvincing reply thats perspective mr maye ocg survive thrive crh plc ireland largest company several decade rank world construction material sector company synonymous controversy going back least takeover irish cement fianna fil leader jack lynch intervened ensure roadstone preferred bidder irish cement former taoiseach sen lemass appointed first chairman new cement roadstone holding crh plc late de traynor arguably ireland corrupt business figure also figured board newly created monster dont worry crossparty stone left unturned crh stalwart tony barry brother peter call longtime fine gael deputy leader labour captured labour minister environment dick spring illegal cement certification scheme introduced march progressive democrat huffed puffed taking crh end mary harney michael mcdowell played good copbad cop blinder frustrated attempt hold crh account pd betrayed everything apparently stood effort protect leviathan green huffed puffed john gormley lieutenant went government june backpedalled acquiesced protection racket around crh plc thats party power since fianna fil leader jack lynch intervened ensure roadstone preferred bidder irish cement former taoiseach sen lemass appointed first chairman new cement roadstone holding ireland immersing eec introduce several new law regulation order make irish law compatible eu competition antitrust later moneylaundering law get really sinister ireland brought face strong competition law starting competition act successor restrictive practice act created competition authority followed company law enforcement act created office director corporate enforcement however regulator proved chimerical length supposed regulator gone protect crh plc staggering taxpayer forced pay enormous sum money fund inept regulator fifty year garda ireland primary crime buster author presented file last four garda commissioner complaining unprecedented economic crime allegedly committed crh ongoing failure act indeed wexford family made serious allegation fraud crh plc garda initially got involved acknowledged fraud somers family family subsequently told local garda killing case legal system suffice say family proceeding best known framus case running year almost identical goode concrete case year little progress made add ballymore property pyrite case cumulative year litigation crh plc without blow landed abovementioned somers family spent eight year seeking effective legal representation background chronic barrier justice typical connection would make paranoid conduct late high court judge john cooke rip mideighties john cooke senior counsel engaged hytherm new entrant eps insulation panel market john cooke mission obtain injunction crh plc dominant player eps market stop relentless predatory pricing collusion marketsharing cooke successful quest impressed crh plc cooke smooth performance signed appeal eu commission decision november also established judge cooke began accumulating crh share continued least know neither judge cooke crh plc made disclosure relation judge relationship crh judge cooke went give three damaging judgment goode concrete case subsequently set aside supreme court strike framus proceeding entirety framus case spectacular example failure irish justice system failure design part legislature object protecting defendant crh plc associate kilsaran concrete readymix plc grafton group subsidiary cpi essentially framus case alleges margin squeeze price manipulation abuse dominant competitive position crh allowed acquire irish cement also got control irish industrial explosive giving access two key ingredient concrete manufacturing relentlessly raised price product dropping price concrete product already dominant operator concrete product market classic margin squeeze independent concrete producer making crh rich crh making poor many independent forced market host others secretly taken crh gave illusion competition market recent sworn affidavit november th made inter alia following averment say crh defendant kilsaran concrete making mockery court past year masquerading two entirely separate company say doubt intimate knowledge construction material sector defendant funding defence legal proceeding proceeds crime family remains blacklisted bank decision defy logic eg high court discovery decision judge daniel herbert subsequent decision appeal supreme court unfortunately terrible decision authority discovery ongoing suffering others three host barrier justice still class action ireland though representative action imminent b thirdparty funding illegal c contingency fee illegal one turn circumstance one opponent enjoying unprecedented level protection establishment medium course past terrific reporting crh plc mick clifford irish examiner ted harding vincent browne kieran wood business post jim clarke ireland sunday gerry byrne sunday independent barry ohalloran irish time brian lavery new york time indirectly trevor birney recent author quinn sadly reporting entirely dried crh government associate wielded influence shut medium special word rt author approached eight separate occasion prime time programme crh plc construction material industry eight occasion informed rt insider proposed programme pulled senior rt personnel back one particularly experienced team described proposed documentary best ever worked involves political party bank ireland largest company crh plc finally victim maye family put thing context let briefly take wider look crh plcs international activity ireland possible elaborate crh plcs controversial activity short article however apart myriad anticompetitive complaint going back year remember secret sale glen ding wood crh plc state ansbacher scandal moriarty tribunal failure investigate crh plc judge moriartys k shareholding crh plc illegal dumping quarrying dpp failed prosecute crh plc illegal dumping adjacent glen ding county wicklow crhs failure comply high court order reinstate land legally extracted tonne material wicklow county council plaintiff financial relationship crh plc de traynor charles haughey former taoiseach contained back lengthy submission moriarty tribunal philip lee solicitor behalf quarry concrete family alliance apart eventual token look glen ding submission binned last july wrote crhdominated irish concrete federation icf detailing crh control sector myriad control mechanism explained huge ramification socalled mica crisis crh icf protagonist receiving total immunity cost deleterious building material come many billion euro government intent passing taxpayer finished following problem icf unravel clutch crh plc say notwithstanding diktat omert served construction material sector effectively decade would erroneous assume omerta continue protect sector one prime time team described proposed documentary best ever worked involves political party bank ireland largest company crh plc finally victim maye family outside ireland main controversy europe november eu commission fined crh plc subsidiary irish cement eco million playing lead role paneuropean cement cartel notwithstanding extensive appeal process eu court first instance eu court justice finding fine substantially upheld european court justice u crh settled miracon technology miracon accused crh patent infringement breach contract misappropriation trade secret tortious interference existing contract tortious interference prospective relation unjust enrichment fraud conspiracy defendant u port dock antitrust case taken crh plc concerned supply aggregate new york market case substance struck certain legal technicality around standing court stated crafting following summary fact court accepts factual allegation complaint true u west virginia crh settled pricefixing marketsharing case state west virginia october plus cost pricefixing criminal offence u sherman act northern ireland crh sean quinn found fixed cement price author trevor birney book quinn state file case closed birney go known file evidence subsequent guilty verdict sean quinn colluded vicious enemy cement roadstone holding fix price cement product north poland crh plc fined obstructing polish office competition consumer protection investigation allegation involvement pricefixing marketsharing cartel office fined crh plc million pricefixing anticompetitive behaviour back polish businessman marek dochnal told parliamentary inquiry paid million bribe behalf crh plc former minister privatisation wieslaw kaczmarek facilitate crh plcs takeover ozarow cement plant poland ukraine back ukraine people deputy tara steskiv wrote extensive article privatisation ukraine cement sector state large part ukraine cement industrial capacity bought little onetwentieth value transnational business including cement company crh plc lafarge germany dyckerhoff deputy steskiv deputy chair ad hoc verkhovna rada commission investigating violation right ukrainian stakeholder nikolayev cement lafarge others commission found privatisation cement sector cement export banned transnational company thus cutting currency flow ukrainian economy price cement result increased four fivefold switzerland crh plc fined million arising involvement pricefixing marketsharing cartel bathroom fixture fitting china chinese cement company partly owned crh plc fined million participation pricefixing cartel length supposed regulator gone protect crh plc staggering fair say occasion smoke without fire back year crh plc agm thought back lifetime construction material sector visualised family eradication cementquarryconcrete sector four different occasion eviction family home subsequent sheriff raid home arrest imprisonment order aib boi ulster bank subsequent blacklisting irish bank crh director board year court saw opulence carlisle room expensive suit modelled around top table realised maye family spent life continue prisoner ocg
LU2041044095,ASML Holding NV,news,Management structure,nikon initiate global legal action asml carl zeiss protect patented semiconductor lithography technology nikon corporation nikon today initiated series legal action netherlands germany japan intended halt infringement intellectual property dutch semiconductor lithography system manufacturer asml holding nv related company asml asmls optical component supplier carl zeiss smt gmbh zeiss basis nikons claim asml zeiss employ nikons patented technology asmls lithography system used globally manufacture semiconductor without nikons permission thereby infringing nikons patent nikon met asml zeiss aim reaching resolution issue effort guided highly experienced mediator failed produce settlement continued unauthorized use nikons patented technology asml zeiss given nikon alternative enforce legal right court law nikon initiated eleven patent infringement case asml district court hague netherlands filing patent infringement case asml tokyo district court japan zeiss mannheim germany company manufacture optical component used asmls immersion lithography system subject suit according asmls publicly reported data sale year ended december approximately billion derived immersion lithography system sale nikon belief system use nikons patented technology complaint seek injunction barring asmls zeisss sale distribution system well damage immersion lithography technology nikon pioneered early become essential fabricating stateoftheart semiconductor used smartphones memory chip countless product today asml nikon company world make sell immersion lithography system substantial sustained investment rd nikon developed advanced lithography technology including immersion lithography technology revolutionized semiconductor industry said kazuo ushida president representative director nikon semiconductor core component electronic device consumer company global economy rely proud role technology played advancing global information society firmly believe asmls unauthorized use nikon patent advanced technology including immersion lithography technology enabled asml expand lithography business respect intellectual property fundamental fair healthy competition essential promoting innovation provide society advanced product service decided commence litigation nikon previously bring legal action asml zeiss relation unauthorized use patented technology previous case united state settled term favorable nikon thirteen year later nikon intends pursue remedy vigorously fullest extent permitted applicable law including injunctive relief stop asml zeiss using nikons intellectual property without authorization well damage background nikonasmlzeiss dispute nikon world leading maker lithography system semiconductor fabrication december nikon filed lawsuit united state accusing asml using technology without authorization nikon developed patented comprehensive settlement reached nikon entered crosslicense agreement asml zeiss agreement older patent licensed permanently patent later filing date licensed limited period december party agreed license agreement sue patent infringement nonassertion period january december accordance crosslicense agreement however nikon allowed seek damage asml zeisss infringement nonassertion period nonassertion period asml introduced product nikon asserting litigation infringe patent since license crosslicense agreement terminated december nikon attempted negotiate asml zeiss reach agreement new license agreement however asml zeiss willing accept term reflecting value nikons patented technology nikon belief asml zeiss continuing use nikons patented technology without authorization nikon initiated new lawsuit enforce patent action netherlands germany japan district court hague netherlands asml assembles lithography system nikon asserting patent asml european patent no mannheim district court germany zeiss manufacture optical component used asmls lithography system nikon asserting two patent zeiss european patent no tokyo district japan nikon headquartered nikon asserting two patent asml japanese patent nikon corporation nikon corporation pioneer optical technology market worldwide since inception today nikon offer wide range product utilizing advanced technology consumer optic digital camera camerarelated product binoculars industrial precision equipment including semiconductor fpd lithography system microscope measuring instrument medical device nikons precision equipment business support electronicsbased society development production semiconductor lithography system produce semiconductor well fpd lithography system manufacturing liquid crystal panel oled panel
